userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language
gNe2g+vtX60O0a663Gnz+iS60IbYk8X93q2w8kWHPw=,gNe2g+vtX60O0a663Gnz+iS60IbYk8X93q2w8kWHPw=,gNe2g+vtX60O0a663Gnz+iS60IbYk8X93q2w8kWHPw=,,ยังไม่ได้กินข้าวเลย,,2,37,2019-11-04,th
VynyEZe8NO7GKCgjGt881nmgvdYe748vy8kzGwfNvUo=,VynyEZe8NO7GKCgjGt881nmgvdYe748vy8kzGwfNvUo=,VynyEZe8NO7GKCgjGt881nmgvdYe748vy8kzGwfNvUo=,,,,1,7,2020-02-21,en
NL8906lS4AYU+HmgHw4FSrwEL9TuIJTUkjYho7BA=,NL8906lS4AYU+HmgHw4FSrwEL9TuIJTUkjYho7BA=,NL8906lS4AYU+HmgHw4FSrwEL9TuIJTUkjYho7BA=,,อิอิ,,1,9,2020-01-13,en
flZfpuZIq2atGUr6P7+WMUJEqIWXcimXgguqBEorEgk=,flZfpuZIq2atGUr6P7+WMUJEqIWXcimXgguqBEorEgk=,flZfpuZIq2atGUr6P7+WMUJEqIWXcimXgguqBEorEgk=,,เพาะกาย,,0,4,2019-12-06,en
02W3UEAbHrq6NaCkv1hRIT2Gi+CuIrFN9XBO6vecCo=,02W3UEAbHrq6NaCkv1hRIT2Gi+CuIrFN9XBO6vecCo=,02W3UEAbHrq6NaCkv1hRIT2Gi+CuIrFN9XBO6vecCo=,,,,0,18,2020-02-12,en
9WOd8mfF6zKHKOPPFc7wag2gwWuOkYQHk2lDb+yehjU=,9WOd8mfF6zKHKOPPFc7wag2gwWuOkYQHk2lDb+yehjU=,9WOd8mfF6zKHKOPPFc7wag2gwWuOkYQHk2lDb+yehjU=,,,,0,1,2019-12-08,en
ouNe2cjXQOsW4kMsAoi7aCXg+dQQD0JIR2fIA2NmUJQ=,ouNe2cjXQOsW4kMsAoi7aCXg+dQQD0JIR2fIA2NmUJQ=,ouNe2cjXQOsW4kMsAoi7aCXg+dQQD0JIR2fIA2NmUJQ=,,คุคุ,,0,14,2020-01-13,en
JIzwdTF8VCf4AgfiwHZI5aD8QOEWt2bGFY4gV9FIBI=,JIzwdTF8VCf4AgfiwHZI5aD8QOEWt2bGFY4gV9FIBI=,JIzwdTF8VCf4AgfiwHZI5aD8QOEWt2bGFY4gV9FIBI=,,. . . แฟนไม่มี ยินดีต้อนรับ . . .,,1,19,2019-12-03,th
cLuCmf91rmM860tPrZwNpCdzwxhxbFLCzu82bCRT4=,cLuCmf91rmM860tPrZwNpCdzwxhxbFLCzu82bCRT4=,cLuCmf91rmM860tPrZwNpCdzwxhxbFLCzu82bCRT4=,,food,,0,2,2020-01-08,th
0GHkMc7zI1UbE0kAscwbcfAAYn9Ve6DzG5WAHfclkjo=,0GHkMc7zI1UbE0kAscwbcfAAYn9Ve6DzG5WAHfclkjo=,0GHkMc7zI1UbE0kAscwbcfAAYn9Ve6DzG5WAHfclkjo=,,I'm cry,,6,14,2020-01-09,en
rxD9Wf0rQVFle8gh7rDIEkiHA3TVmQBSSWXvrwjtgA=,rxD9Wf0rQVFle8gh7rDIEkiHA3TVmQBSSWXvrwjtgA=,rxD9Wf0rQVFle8gh7rDIEkiHA3TVmQBSSWXvrwjtgA=,,งานคือเงิน,,0,10,2020-01-08,en
hb9uxs5nm8CkN8WWhRocGFvHO6rEjqJGK6rwo7UEMk=,hb9uxs5nm8CkN8WWhRocGFvHO6rEjqJGK6rwo7UEMk=,hb9uxs5nm8CkN8WWhRocGFvHO6rEjqJGK6rwo7UEMk=,,สวยตลอดการค่ะ,,3,6,2019-12-06,en
4uTeRc9ka0FlqW4AsyKPgSDLCihwLeDqBoNPFeHoqzw=,4uTeRc9ka0FlqW4AsyKPgSDLCihwLeDqBoNPFeHoqzw=,4uTeRc9ka0FlqW4AsyKPgSDLCihwLeDqBoNPFeHoqzw=,,สวยเริด,,0,6,2020-01-13,en
KtrgZkeperxqBJ5QlQkyFjCSkKGiWUw2Lwflr0nNL9M=,KtrgZkeperxqBJ5QlQkyFjCSkKGiWUw2Lwflr0nNL9M=,KtrgZkeperxqBJ5QlQkyFjCSkKGiWUw2Lwflr0nNL9M=,,,,6,157,2019-12-08,th
qqgooAUqGfHHVLW1OEUTzuN2Yi9cCxXpEAtaDgZ0Tk=,qqgooAUqGfHHVLW1OEUTzuN2Yi9cCxXpEAtaDgZ0Tk=,qqgooAUqGfHHVLW1OEUTzuN2Yi9cCxXpEAtaDgZ0Tk=,,ผมชอบคุณ,,5,48,2020-01-09,th
M4P6uXj9HpznOJ+GcKPlDm0zof2D9nMxgWUtbeXTqU=,M4P6uXj9HpznOJ+GcKPlDm0zof2D9nMxgWUtbeXTqU=,M4P6uXj9HpznOJ+GcKPlDm0zof2D9nMxgWUtbeXTqU=,,,,3,3,2020-01-07,en
3TWe5t3x+KzugvM0t1RQxh87njDVpOkT4nNH9iQglzY=,3TWe5t3x+KzugvM0t1RQxh87njDVpOkT4nNH9iQglzY=,3TWe5t3x+KzugvM0t1RQxh87njDVpOkT4nNH9iQglzY=,,,,1,28,2020-01-02,en
zgrg5oD0RTJVeimiM3gZ0Xv1n73SCvcagKQawa2M=,zgrg5oD0RTJVeimiM3gZ0Xv1n73SCvcagKQawa2M=,zgrg5oD0RTJVeimiM3gZ0Xv1n73SCvcagKQawa2M=,,-,,0,3,2020-02-20,en
PTGNZitXvOMmpb4BJTfZBURd0NDj4XwqDNXGJGas63E=,PTGNZitXvOMmpb4BJTfZBURd0NDj4XwqDNXGJGas63E=,PTGNZitXvOMmpb4BJTfZBURd0NDj4XwqDNXGJGas63E=,,,,0,9,2019-12-06,th
vQ61goQsz+VB77X2YcmpvRGb4vXV7QhtZTevFXOuco=,vQ61goQsz+VB77X2YcmpvRGb4vXV7QhtZTevFXOuco=,vQ61goQsz+VB77X2YcmpvRGb4vXV7QhtZTevFXOuco=,,,,4,58,2020-01-14,en
sSDItHLJiHssGGRggn4mu2RdXFhazffMTet9VWNXjDg=,sSDItHLJiHssGGRggn4mu2RdXFhazffMTet9VWNXjDg=,sSDItHLJiHssGGRggn4mu2RdXFhazffMTet9VWNXjDg=,,,,0,2,2020-01-13,th
leXau+L1L0QXMHpegchQCfZYKYh1Y3LGkA0JybNqtMs=,leXau+L1L0QXMHpegchQCfZYKYh1Y3LGkA0JybNqtMs=,leXau+L1L0QXMHpegchQCfZYKYh1Y3LGkA0JybNqtMs=,,,,0,16,2019-12-08,th
qMc77iFZ5Myx5LaNdlyyTypIudLiiNvdMoAiONQQNGI=,qMc77iFZ5Myx5LaNdlyyTypIudLiiNvdMoAiONQQNGI=,qMc77iFZ5Myx5LaNdlyyTypIudLiiNvdMoAiONQQNGI=,,,,0,9,2020-01-14,en
1Iae0qSxp9Ev86VAcODwKmH7mKiSiZ8cddzyGyOVrw=,1Iae0qSxp9Ev86VAcODwKmH7mKiSiZ8cddzyGyOVrw=,1Iae0qSxp9Ev86VAcODwKmH7mKiSiZ8cddzyGyOVrw=,,,,3,33,2019-12-03,th
XtxqSeDStG6UggT+wPacWJUhzLpdxLBNCYU6Qtoln8=,XtxqSeDStG6UggT+wPacWJUhzLpdxLBNCYU6Qtoln8=,XtxqSeDStG6UggT+wPacWJUhzLpdxLBNCYU6Qtoln8=,,,,2,14,2019-12-08,en
l16fBHJ7VwqJyuquasUIB25p9wRwSPvnJw87Nf1wRtg=,l16fBHJ7VwqJyuquasUIB25p9wRwSPvnJw87Nf1wRtg=,l16fBHJ7VwqJyuquasUIB25p9wRwSPvnJw87Nf1wRtg=,,,,5,28,2020-01-08,th
i5een25nB1x29qNnvv5pRMv5r0xK2Jp9A9UrFtNBtFo=,i5een25nB1x29qNnvv5pRMv5r0xK2Jp9A9UrFtNBtFo=,i5een25nB1x29qNnvv5pRMv5r0xK2Jp9A9UrFtNBtFo=,,,,1,4,2020-01-09,en
s+1STJBvcj2SRftRY7dE7fX6KayKcciqdP8YbJBZIYA=,s+1STJBvcj2SRftRY7dE7fX6KayKcciqdP8YbJBZIYA=,s+1STJBvcj2SRftRY7dE7fX6KayKcciqdP8YbJBZIYA=,,-,,0,4,2020-02-20,en
iIuVqxb51vtj4YeG9XYWDEim017tXjwTzL8qSxO+SLE=,iIuVqxb51vtj4YeG9XYWDEim017tXjwTzL8qSxO+SLE=,iIuVqxb51vtj4YeG9XYWDEim017tXjwTzL8qSxO+SLE=,,,,0,19,2019-12-08,en
HWPWEX0ADkj9zzElpLoVno0zreeoF9smFzOldMeKfQ0=,HWPWEX0ADkj9zzElpLoVno0zreeoF9smFzOldMeKfQ0=,HWPWEX0ADkj9zzElpLoVno0zreeoF9smFzOldMeKfQ0=,,Super Social,,0,2,2020-01-09,en
C1Fui7cqg23zcJLf+mXattnqoLOG5pD97gCIeymal88=,C1Fui7cqg23zcJLf+mXattnqoLOG5pD97gCIeymal88=,C1Fui7cqg23zcJLf+mXattnqoLOG5pD97gCIeymal88=,,เกษตรกร รับจ้างทั่วไป,,0,14,2019-11-05,en
g0nRWfm2hXg4rZaGNZy1VnlINammLivutiQwCcbBhcw=,g0nRWfm2hXg4rZaGNZy1VnlINammLivutiQwCcbBhcw=,g0nRWfm2hXg4rZaGNZy1VnlINammLivutiQwCcbBhcw=,,,,1,7,2019-12-24,th
VUlszAZQfwYFyvkienHNS3n+jNtuHD4k5cn9zqzgSfM=,VUlszAZQfwYFyvkienHNS3n+jNtuHD4k5cn9zqzgSfM=,VUlszAZQfwYFyvkienHNS3n+jNtuHD4k5cn9zqzgSfM=,,joke sure sure,,0,9,2020-01-14,en
tiDqvCVvjVwzD1TGJnRs15wiR7mUMmXk7pnOXoc27jo=,tiDqvCVvjVwzD1TGJnRs15wiR7mUMmXk7pnOXoc27jo=,tiDqvCVvjVwzD1TGJnRs15wiR7mUMmXk7pnOXoc27jo=,,,,1,17,2020-01-13,en
HuIy91oP2WKHq26e0++kxWZxaDt0MqadZy2TTqgETuA=,HuIy91oP2WKHq26e0++kxWZxaDt0MqadZy2TTqgETuA=,HuIy91oP2WKHq26e0++kxWZxaDt0MqadZy2TTqgETuA=,,,,0,3,2020-01-13,en
DGU8qPS8sMgwu056R+WieZ9NDy61XJQu2TZ9+izXEso=,DGU8qPS8sMgwu056R+WieZ9NDy61XJQu2TZ9+izXEso=,DGU8qPS8sMgwu056R+WieZ9NDy61XJQu2TZ9+izXEso=,,รักชาติดั่งชีวิต ไม่คิดเนรคุณแผ่นดินเกิด,,12,140,2019-11-04,th
XNSn02LQVWsyFo2o6dv5m4SfpvCC9i8gs2yyN5N7L4=,XNSn02LQVWsyFo2o6dv5m4SfpvCC9i8gs2yyN5N7L4=,XNSn02LQVWsyFo2o6dv5m4SfpvCC9i8gs2yyN5N7L4=,,,,1,18,2019-12-18,th
V9NbvQJFfJ2T9J9ex9ZLVUaXzqLCVgEffSTzSEpl5Y=,V9NbvQJFfJ2T9J9ex9ZLVUaXzqLCVgEffSTzSEpl5Y=,V9NbvQJFfJ2T9J9ex9ZLVUaXzqLCVgEffSTzSEpl5Y=,,,,1,26,2020-01-09,th
h1Ka4Wy3ASgvWFSkxbXGQhHUjGMDApsQ6JrSOoVtvy0=,h1Ka4Wy3ASgvWFSkxbXGQhHUjGMDApsQ6JrSOoVtvy0=,h1Ka4Wy3ASgvWFSkxbXGQhHUjGMDApsQ6JrSOoVtvy0=,,,,8,106,2019-12-07,en
1yjCroHPWjHTuxb77RfftC8IKJEoJqYiuNZpfDIOkOI=,1yjCroHPWjHTuxb77RfftC8IKJEoJqYiuNZpfDIOkOI=,1yjCroHPWjHTuxb77RfftC8IKJEoJqYiuNZpfDIOkOI=,,,,0,22,2019-07-11,en
u0L0+gDGX7zfL5mUWWyXH2NGsMJUklSCbN5XYIQzDIs=,u0L0+gDGX7zfL5mUWWyXH2NGsMJUklSCbN5XYIQzDIs=,u0L0+gDGX7zfL5mUWWyXH2NGsMJUklSCbN5XYIQzDIs=,ประเทศไทย,ชอบเที่ยว,,1,0,2019-12-06,en
jyaaYzzz8iiYyoPpJfYd7Aelw39bku+coHfoPph+Fnk=,jyaaYzzz8iiYyoPpJfYd7Aelw39bku+coHfoPph+Fnk=,jyaaYzzz8iiYyoPpJfYd7Aelw39bku+coHfoPph+Fnk=,,,,2,62,2016-09-26,th
HDIKGHyHhJ4aDI4EJRtmJ+0hkZrQ0chbWS6JOxQuu8=,HDIKGHyHhJ4aDI4EJRtmJ+0hkZrQ0chbWS6JOxQuu8=,HDIKGHyHhJ4aDI4EJRtmJ+0hkZrQ0chbWS6JOxQuu8=,,,,0,1,2019-12-15,th
Uz33Y1eCcyVfWnW6EnzNlKAAefgdndVvwvE3SICNxk=,Uz33Y1eCcyVfWnW6EnzNlKAAefgdndVvwvE3SICNxk=,Uz33Y1eCcyVfWnW6EnzNlKAAefgdndVvwvE3SICNxk=,,,,0,7,2020-01-13,en
C0+feUIGkaiwR5jOzgBA4nS7LnjElGmbBSTVOBW3h4=,C0+feUIGkaiwR5jOzgBA4nS7LnjElGmbBSTVOBW3h4=,C0+feUIGkaiwR5jOzgBA4nS7LnjElGmbBSTVOBW3h4=,,,,0,2,2019-11-22,th
71fqNbaUiwCbBUFuJ6EfAKuw5FsDjoeacCywB+WAXc=,71fqNbaUiwCbBUFuJ6EfAKuw5FsDjoeacCywB+WAXc=,71fqNbaUiwCbBUFuJ6EfAKuw5FsDjoeacCywB+WAXc=,,,,66,79,2019-12-09,en
GUhO6JGKXqFhTgVWbUBuuXwcdxUxCt+pBRwlDnP70=,GUhO6JGKXqFhTgVWbUBuuXwcdxUxCt+pBRwlDnP70=,GUhO6JGKXqFhTgVWbUBuuXwcdxUxCt+pBRwlDnP70=,,,,49,71,2019-12-09,th
NbzuvcE4mq3PE6r12tZwSKf02kCTSmZDywG4ywStc08=,NbzuvcE4mq3PE6r12tZwSKf02kCTSmZDywG4ywStc08=,NbzuvcE4mq3PE6r12tZwSKf02kCTSmZDywG4ywStc08=,,im car,,9,82,2020-01-13,en
sZ3ZOZR9ibphPtzSR74Hv3zyOQk0KQk56c+tUpHRU=,sZ3ZOZR9ibphPtzSR74Hv3zyOQk0KQk56c+tUpHRU=,sZ3ZOZR9ibphPtzSR74Hv3zyOQk0KQk56c+tUpHRU=,,,,0,0,2020-01-15,th
7iZD8xUQSYI76BJ7+rStIT9TLKpvbQNHMOvDfyQn7Zw=,7iZD8xUQSYI76BJ7+rStIT9TLKpvbQNHMOvDfyQn7Zw=,7iZD8xUQSYI76BJ7+rStIT9TLKpvbQNHMOvDfyQn7Zw=,"กรุงเทพมหานคร, ประเทศไทย",,,2,11,2020-01-09,th
d+dhIyfJM5rTG4TPt12iHAzGf4DiSwThLNG4KPOsa28=,d+dhIyfJM5rTG4TPt12iHAzGf4DiSwThLNG4KPOsa28=,d+dhIyfJM5rTG4TPt12iHAzGf4DiSwThLNG4KPOsa28=,,,,5,36,2019-12-08,th
3KfIcFuJHpGM5Qlffv5yvxL+SLIi5JaSJ6qN1unus=,3KfIcFuJHpGM5Qlffv5yvxL+SLIi5JaSJ6qN1unus=,3KfIcFuJHpGM5Qlffv5yvxL+SLIi5JaSJ6qN1unus=,,,,0,10,2020-01-13,th
L8NuExbG8WNi6xIZWR8ABUDKzh2B7g+XjAQVrU0u9E=,L8NuExbG8WNi6xIZWR8ABUDKzh2B7g+XjAQVrU0u9E=,L8NuExbG8WNi6xIZWR8ABUDKzh2B7g+XjAQVrU0u9E=,,yes,,0,6,2019-12-07,en
zHEgw0faeFqRuhUjGdSIruJT231kig7wEnP0fnp503E=,zHEgw0faeFqRuhUjGdSIruJT231kig7wEnP0fnp503E=,zHEgw0faeFqRuhUjGdSIruJT231kig7wEnP0fnp503E=,,เป็นคนใสๆ,,1,29,2020-01-02,th
Z+i31NAxg4BjfxA8x3nASMJHW7+gRAPdqOF7UpCggg=,Z+i31NAxg4BjfxA8x3nASMJHW7+gRAPdqOF7UpCggg=,Z+i31NAxg4BjfxA8x3nASMJHW7+gRAPdqOF7UpCggg=,,สาวกโลลิถือกำเนิด,,5,7,2020-01-09,en
Fs17ZvBsiM1ehXrIHvLRZmSblYSsRNTF7JGtPQ9WaT0=,Fs17ZvBsiM1ehXrIHvLRZmSblYSsRNTF7JGtPQ9WaT0=,Fs17ZvBsiM1ehXrIHvLRZmSblYSsRNTF7JGtPQ9WaT0=,,,,0,25,2020-01-14,en
ZCUThGKPXkVVobxF2piQrBSrYcSVzmYPYidnoIghSPc=,ZCUThGKPXkVVobxF2piQrBSrYcSVzmYPYidnoIghSPc=,ZCUThGKPXkVVobxF2piQrBSrYcSVzmYPYidnoIghSPc=,,,,0,5,2020-01-28,th
ZKRFvAWaJxybWqGK3hqCdi0ojuwDUAsm0nxhCDExK0=,ZKRFvAWaJxybWqGK3hqCdi0ojuwDUAsm0nxhCDExK0=,ZKRFvAWaJxybWqGK3hqCdi0ojuwDUAsm0nxhCDExK0=,,-,,0,4,2020-02-20,en
1vJgbFITfXX7XeckG214X8ILlac2SpFP6E1BTF1KwVI=,1vJgbFITfXX7XeckG214X8ILlac2SpFP6E1BTF1KwVI=,1vJgbFITfXX7XeckG214X8ILlac2SpFP6E1BTF1KwVI=,,,,1,2,2019-10-07,en
jxeYeipBGUlMh3TUzL98eb0MsEXcXI4H5pXfouobFIA=,jxeYeipBGUlMh3TUzL98eb0MsEXcXI4H5pXfouobFIA=,jxeYeipBGUlMh3TUzL98eb0MsEXcXI4H5pXfouobFIA=,,,,0,76,2020-01-21,en
mq0zFCpgn87Pu5g8WDzEpQhDNynHi0nSMj+GLMN6xM=,mq0zFCpgn87Pu5g8WDzEpQhDNynHi0nSMj+GLMN6xM=,mq0zFCpgn87Pu5g8WDzEpQhDNynHi0nSMj+GLMN6xM=,nakhonrajsima,rs 108,,0,7,2019-12-07,en
ex3my1ga43MMARnwwDNwovU+MSZ+8QIG0jgt30jx1rA=,ex3my1ga43MMARnwwDNwovU+MSZ+8QIG0jgt30jx1rA=,ex3my1ga43MMARnwwDNwovU+MSZ+8QIG0jgt30jx1rA=,,ก็ฉันชอบเที่ยว กะช่างฉันถั๊วะ,,4,84,2019-12-07,th
SsDx4lv61H2kDWRAhydWAjUfEvAyfux0pk9oViyqLw=,SsDx4lv61H2kDWRAhydWAjUfEvAyfux0pk9oViyqLw=,SsDx4lv61H2kDWRAhydWAjUfEvAyfux0pk9oViyqLw=,,,,2,22,2020-01-14,th
aIgO0tfSEQKn4LgoqJ19m2vr+ANPYE+2inswMMl0XrY=,aIgO0tfSEQKn4LgoqJ19m2vr+ANPYE+2inswMMl0XrY=,aIgO0tfSEQKn4LgoqJ19m2vr+ANPYE+2inswMMl0XrY=,,,,0,2,2020-01-09,th
SQXNKx7tLpsySSKY8bXaLl2ZO9gKWhc4njAKy+mCse0=,SQXNKx7tLpsySSKY8bXaLl2ZO9gKWhc4njAKy+mCse0=,SQXNKx7tLpsySSKY8bXaLl2ZO9gKWhc4njAKy+mCse0=,,,,0,3,2020-01-13,en
0bU9JNNuSqvmSTwEeJLd3icbw1huHz1EdzClZNGrdxw=,0bU9JNNuSqvmSTwEeJLd3icbw1huHz1EdzClZNGrdxw=,0bU9JNNuSqvmSTwEeJLd3icbw1huHz1EdzClZNGrdxw=,,,,0,3,2019-12-08,en
OikNjGENHTLOI2Vj2jm3CS4NMTxnsIXq7fuOFjuwKBs=,OikNjGENHTLOI2Vj2jm3CS4NMTxnsIXq7fuOFjuwKBs=,OikNjGENHTLOI2Vj2jm3CS4NMTxnsIXq7fuOFjuwKBs=,,,,0,29,2020-01-14,en
9DDTLi7yi0+hrfbPVbMPvBB4K4unMJKE8Y8nLaGmNPs=,9DDTLi7yi0+hrfbPVbMPvBB4K4unMJKE8Y8nLaGmNPs=,9DDTLi7yi0+hrfbPVbMPvBB4K4unMJKE8Y8nLaGmNPs=,,,,1,13,2020-01-15,th
EJLbvjSRLeg6VCR6F14YFf18tNbletUCyFetVmp5Pd0=,EJLbvjSRLeg6VCR6F14YFf18tNbletUCyFetVmp5Pd0=,EJLbvjSRLeg6VCR6F14YFf18tNbletUCyFetVmp5Pd0=,surin,stranger alien,,0,11,2019-12-07,en
7cE4xFnHUCc0f1g9AgAFWMHdPkOawLtQSVtMQ11JaFM=,7cE4xFnHUCc0f1g9AgAFWMHdPkOawLtQSVtMQ11JaFM=,7cE4xFnHUCc0f1g9AgAFWMHdPkOawLtQSVtMQ11JaFM=,,,,0,2,2020-01-13,th
tDz4lcm+qWo2p+UTsvZPemyJvmzxOxi3S54x6WVALP8=,tDz4lcm+qWo2p+UTsvZPemyJvmzxOxi3S54x6WVALP8=,tDz4lcm+qWo2p+UTsvZPemyJvmzxOxi3S54x6WVALP8=,,,,0,2,2020-01-15,th
PAnd0YqZs8O55TEYWtEahbjJ11Yme1k+rBe0dZEU9Q8=,PAnd0YqZs8O55TEYWtEahbjJ11Yme1k+rBe0dZEU9Q8=,PAnd0YqZs8O55TEYWtEahbjJ11Yme1k+rBe0dZEU9Q8=,,,,0,4,2020-01-09,en
ANnpc1L9V2nRVAI4XlemjLOyiZ26zzn69Aq0P7BEfQg=,ANnpc1L9V2nRVAI4XlemjLOyiZ26zzn69Aq0P7BEfQg=,ANnpc1L9V2nRVAI4XlemjLOyiZ26zzn69Aq0P7BEfQg=,,เด็กอย่างผมก็เด็ดนะคร้าบ,,6,53,2020-01-24,th
KxICRwJiofBumlUC7Uia1ltQaaDBcMMJaEireMDjw=,KxICRwJiofBumlUC7Uia1ltQaaDBcMMJaEireMDjw=,KxICRwJiofBumlUC7Uia1ltQaaDBcMMJaEireMDjw=,,เรียนไปก็ไม่รู้เรื่อง งั้นเที่ยวดีกว่า ถนัดอะ,,5,38,2020-01-24,th
CNtAFOGzq5cowBXZ56hjeWy8BJuYxzdMosLp5TOkfk=,CNtAFOGzq5cowBXZ56hjeWy8BJuYxzdMosLp5TOkfk=,CNtAFOGzq5cowBXZ56hjeWy8BJuYxzdMosLp5TOkfk=,,,,0,17,2019-12-07,en
kIB+1agqF5QSkWXyWjVcBE8nBebzk7RnIJ0yP9CJog=,kIB+1agqF5QSkWXyWjVcBE8nBebzk7RnIJ0yP9CJog=,kIB+1agqF5QSkWXyWjVcBE8nBebzk7RnIJ0yP9CJog=,,ผมพูดไม่ค่อยเก่ง,,0,2,2020-01-17,en
yCMHqBtk4OZOLvYJH1Nbdm51HoSJl0mjNPiBEUZFtU=,yCMHqBtk4OZOLvYJH1Nbdm51HoSJl0mjNPiBEUZFtU=,yCMHqBtk4OZOLvYJH1Nbdm51HoSJl0mjNPiBEUZFtU=,,,,0,2,2020-01-13,th
BcMtn5vKOEdekDjvpGVOHTVywiqf2beg5Bu1ilnkjM=,BcMtn5vKOEdekDjvpGVOHTVywiqf2beg5Bu1ilnkjM=,BcMtn5vKOEdekDjvpGVOHTVywiqf2beg5Bu1ilnkjM=,,-,,0,3,2020-02-20,en
TS3BI1qWAF3mdpfn8P2AfNgH6qWJCsatJzUlJO+UKqo=,TS3BI1qWAF3mdpfn8P2AfNgH6qWJCsatJzUlJO+UKqo=,TS3BI1qWAF3mdpfn8P2AfNgH6qWJCsatJzUlJO+UKqo=,,,,0,10,2020-01-13,th
bNv7flYnCAMtogQGIjJVS2HJvyxLj82bb9Htq04iMQ=,bNv7flYnCAMtogQGIjJVS2HJvyxLj82bb9Htq04iMQ=,bNv7flYnCAMtogQGIjJVS2HJvyxLj82bb9Htq04iMQ=,,ชิวๆ,,0,1,2020-01-15,en
scexApSt2Yg+ufI0Ch1t9tbJsmirFzjCxBc2s+qvi1A=,scexApSt2Yg+ufI0Ch1t9tbJsmirFzjCxBc2s+qvi1A=,scexApSt2Yg+ufI0Ch1t9tbJsmirFzjCxBc2s+qvi1A=,,,,1,13,2019-12-03,en
uHpSvXOqyPwQpkd9XGLkNcl9AqPCo3eSoh+jtA1otA=,uHpSvXOqyPwQpkd9XGLkNcl9AqPCo3eSoh+jtA1otA=,uHpSvXOqyPwQpkd9XGLkNcl9AqPCo3eSoh+jtA1otA=,,,,0,13,2020-01-15,th
LkKqXjfas1Jw04P22PgJ8bC5a7lO5ko6oDvUBND5bWY=,LkKqXjfas1Jw04P22PgJ8bC5a7lO5ko6oDvUBND5bWY=,LkKqXjfas1Jw04P22PgJ8bC5a7lO5ko6oDvUBND5bWY=,,มะล่องก่องแก่ง,,0,56,2020-01-23,th
MCf1N8pM5t5gfF0N3hizyI9m+lAD2opy4wAASOpHzxM=,MCf1N8pM5t5gfF0N3hizyI9m+lAD2opy4wAASOpHzxM=,MCf1N8pM5t5gfF0N3hizyI9m+lAD2opy4wAASOpHzxM=,,คนบ้านเดียวกัน แค่มองตากันก็เข้าใจอยู่,,5,33,2020-01-24,th
CMA+sJSSHpPqRUtPXb0dTzWZ0aW0pec8Me6E4XFzqQ=,CMA+sJSSHpPqRUtPXb0dTzWZ0aW0pec8Me6E4XFzqQ=,CMA+sJSSHpPqRUtPXb0dTzWZ0aW0pec8Me6E4XFzqQ=,,,,25,64,2020-01-08,en
lswPO7aK5nyXgs5zlbj0LcJzC5SEByPvXnoJ07GiU=,lswPO7aK5nyXgs5zlbj0LcJzC5SEByPvXnoJ07GiU=,lswPO7aK5nyXgs5zlbj0LcJzC5SEByPvXnoJ07GiU=,,,,0,14,2020-01-03,th
hVqv9tEaYYiMitOFAMiYXR1jcIcvaA2TOwjsz4Vbhmc=,hVqv9tEaYYiMitOFAMiYXR1jcIcvaA2TOwjsz4Vbhmc=,hVqv9tEaYYiMitOFAMiYXR1jcIcvaA2TOwjsz4Vbhmc=,,มาดเข้ม ตามแบบฉบับ,,1,0,2019-12-07,en
2cRbDgexgKXx4IgLxCZ23y74wxtpc2UbFGMXwrwItmY=,2cRbDgexgKXx4IgLxCZ23y74wxtpc2UbFGMXwrwItmY=,2cRbDgexgKXx4IgLxCZ23y74wxtpc2UbFGMXwrwItmY=,,,,0,9,2019-04-12,en
5nREKXjVYUu1VZyVri0QQ2BLplg1V3LH7Xkdv008Qe4=,5nREKXjVYUu1VZyVri0QQ2BLplg1V3LH7Xkdv008Qe4=,5nREKXjVYUu1VZyVri0QQ2BLplg1V3LH7Xkdv008Qe4=,,ตัวเล็กหาสเป็กไม่เจอ,,3,32,2019-12-15,en
gYzT9bg9I55cfJlJXUDLEv7gPnvXdigVHlWIDmFVkY=,gYzT9bg9I55cfJlJXUDLEv7gPnvXdigVHlWIDmFVkY=,gYzT9bg9I55cfJlJXUDLEv7gPnvXdigVHlWIDmFVkY=,,,,28,69,2020-01-08,en
mxCE2DJDTnZsSG+ob6rRungCcEL8XLED4S5y4jjv4=,mxCE2DJDTnZsSG+ob6rRungCcEL8XLED4S5y4jjv4=,mxCE2DJDTnZsSG+ob6rRungCcEL8XLED4S5y4jjv4=,,คิคิ,,0,4,2020-01-13,en
oUFziSkoqBhUPNhlVmzC+jtVjw9kFv3pWsZZKr8VDv8=,oUFziSkoqBhUPNhlVmzC+jtVjw9kFv3pWsZZKr8VDv8=,oUFziSkoqBhUPNhlVmzC+jtVjw9kFv3pWsZZKr8VDv8=,ประเทศไทย,ไม่ตอบแชททุกกรณีค่ะ,,1,19,2019-12-12,th
TYxuiHMd77NEpR6VdwKNa542Dan3T9UlApmkb+VWAV0=,TYxuiHMd77NEpR6VdwKNa542Dan3T9UlApmkb+VWAV0=,TYxuiHMd77NEpR6VdwKNa542Dan3T9UlApmkb+VWAV0=,,,,1,19,2019-11-08,en
JwGZ5qeuroglUvvopi235TxZi3eER4ZYdozTzZttk=,JwGZ5qeuroglUvvopi235TxZi3eER4ZYdozTzZttk=,JwGZ5qeuroglUvvopi235TxZi3eER4ZYdozTzZttk=,,,,21,34,2020-01-08,en
